grid,fcstDateTime,PCP,POP,PTY,REH,SKY,SNO,TMN,TMP,TMX,UUU,VEC,VVV,WAV,WSD
61_128,2026-08-28 01:00:00,강수없음,30,0,85,4,적설없음,,24,,0,18,-0.2,0,0.3
61_128,2026-08-28 02:00:00,강수없음,30,0,85,4,적설없음,,24,,-0.1,45,-0.2,0,0.4
61_128,2026-08-28 03:00:00,강수없음,30,0,90,4,적설없음,,24,,-0.3,59,-0.2,0,0.5
61_128,2026-08-28 04:00:00,강수없음,30,0,85,4,적설없음,,24,,-0.5,74,-0.1,0,0.7
61_128,2026-08-28 05:00:00,강수없음,30,0,85,4,적설없음,,24,,-0.7,84,0,0,0.9
61_128,2026-08-28 06:00:00,강수없음,30,0,85,4,적설없음,24.0,24,,-0.7,90,0,0,0.8
61_128,2026-08-28 07:00:00,강수없음,30,0,85,4,적설없음,,24,,-1.1,90,0,0,1.2
61_128,2026-08-28 08:00:00,강수없음,30,0,80,4,적설없음,,25,,-1.7,90,0,0,1.8
61_128,2026-08-28 09:00:00,강수없음,30,0,75,4,적설없음,,26,,-1.6,90,0,0,1.7
61_128,2026-08-28 10:00:00,강수없음,30,0,75,4,적설없음,,27,,-1.4,97,0.1,0,1.6
61_128,2026-08-28 11:00:00,강수없음,30,0,75,4,적설없음,,28,,-1.5,93,0,0,1.7
61_128,2026-08-28 12:00:00,강수없음,30,0,70,4,적설없음,,28,,-1.7,105,0.4,0,1.9
61_128,2026-08-28 13:00:00,강수없음,30,0,70,4,적설없음,,29,,-1.6,99,0.2,0,1.8
61_128,2026-08-28 14:00:00,강수없음,30,0,75,4,적설없음,,29,,-1.5,97,0.2,0,1.7
61_128,2026-08-28 15:00:00,강수없음,20,0,75,3,적설없음,,29,29.0,-1.7,105,0.4,0,1.9
61_128,2026-08-28 16:00:00,강수없음,30,0,75,4,적설없음,,28,,-1.6,96,0.1,0,1.8
61_128,2026-08-28 17:00:00,강수없음,30,0,75,4,적설없음,,27,,-1.5,97,0.2,0,1.7
61_128,2026-08-28 18:00:00,강수없음,30,0,75,4,적설없음,,27,,-1.4,97,0.1,0,1.6
61_128,2026-08-28 19:00:00,강수없음,30,0,75,4,적설없음,,26,,-1.4,97,0.1,0,1.6
61_128,2026-08-28 20:00:00,강수없음,30,0,80,4,적설없음,,25,,-1.4,104,0.3,0,1.6
61_128,2026-08-28 21:00:00,강수없음,30,0,80,4,적설없음,,25,,-1.3,101,0.2,0,1.5
61_128,2026-08-28 22:00:00,강수없음,30,0,80,4,적설없음,,25,,-1.4,97,0.1,0,1.6
61_128,2026-08-28 23:00:00,강수없음,30,0,80,4,적설없음,,25,,-1.4,101,0.3,0,1.6
61_128,2026-08-29 00:00:00,강수없음,30,0,85,4,적설없음,,24,,-1.2,110,0.4,0,1.4
61_128,2026-08-29 03:00:00,0,30,0,85,4,0,,24,,-1.3,115,0.6,0,1
61_128,2026-08-29 06:00:00,0,30,0,90,4,0,23.0,23,,-0.7,138,0.8,0,1
61_128,2026-08-29 09:00:00,0,30,0,90,4,0,,24,,0,166,0.7,0,1
61_128,2026-08-29 12:00:00,2,60,1,85,4,0,,27,,0.4,207,0.9,0,1
61_128,2026-08-29 15:00:00,2,60,1,80,4,0,,29,29.0,1.6,242,0.8,0,1
61_128,2026-08-29 18:00:00,2,60,1,80,4,0,,26,,1.6,257,0.3,0,1
61_129,2026-08-25 21:00:00,강수없음,0,0,90,1,적설없음,,27,,0.9,264,0.1,0,1.0
61_129,2026-08-25 22:00:00,강수없음,20,0,90,3,적설없음,,26,,0.8,270,0.0,0,0.8
61_129,2026-08-25 23:00:00,강수없음,20,0,90,3,적설없음,,26,,0.7,270,0.0,0,0.7
61_129,2026-08-26 00:00:00,강수없음,30,0,95,4,적설없음,,26,,0.5,270,0.0,0,0.5
61_129,2026-08-26 01:00:00,강수없음,30,0,95,4,적설없음,,25,,0.5,270,0.0,0,0.5
61_129,2026-08-26 02:00:00,강수없음,30,0,95,4,적설없음,,25,,0.3,270,0.0,0,0.3
61_129,2026-08-26 03:00:00,강수없음,30,0,95,4,적설없음,,25,,0.1,270,0.0,0,0.1
61_129,2026-08-26 04:00:00,강수없음,30,0,95,4,적설없음,,25,,0.2,270,0.0,0,0.2
61_129,2026-08-26 05:00:00,강수없음,30,0,95,4,적설없음,,25,,0.0,225,0.0,0,0.1
61_129,2026-08-26 06:00:00,강수없음,30,0,95,4,적설없음,,25,,0.0,188,0.6,0,0.7
61_129,2026-08-26 07:00:00,강수없음,30,0,95,4,적설없음,,25,,0.4,210,0.6,0,0.8
61_129,2026-08-26 08:00:00,강수없음,30,0,95,4,적설없음,,26,,0.5,230,0.4,0,0.7
61_129,2026-08-26 09:00:00,강수없음,30,0,90,4,적설없음,,27,,0.7,243,0.3,0,0.8
61_129,2026-08-26 10:00:00,강수없음,30,0,85,4,적설없음,,28,,1.0,231,0.8,0,1.4
61_129,2026-08-26 11:00:00,강수없음,30,0,80,4,적설없음,,29,,1.8,255,0.4,0,1.9
61_129,2026-08-26 12:00:00,강수없음,30,0,80,4,적설없음,,29,,2.2,265,0.2,0,2.3
61_129,2026-08-26 13:00:00,강수없음,30,0,75,4,적설없음,,30,,2.1,265,0.1,0,2.2
61_129,2026-08-26 14:00:00,강수없음,30,0,75,4,적설없음,,30,,2.7,270,0,0,2.7
61_129,2026-08-26 15:00:00,강수없음,30,0,75,4,적설없음,,30,30.0,2.2,275,-0.2,0,2.3
61_129,2026-08-26 16:00:00,강수없음,30,0,75,4,적설없음,,30,,1.9,276,-0.2,0,2
61_129,2026-08-26 17:00:00,강수없음,30,0,75,4,적설없음,,29,,1.6,286,-0.4,0,1.7
61_129,2026-08-26 18:00:00,강수없음,30,0,80,4,적설없음,,28,,0.9,297,-0.4,0,1.1
61_129,2026-08-26 19:00:00,강수없음,30,0,85,4,적설없음,,27,,0.3,321,-0.4,0,0.6
61_129,2026-08-26 20:00:00,강수없음,30,0,85,4,적설없음,,27,,0,0,-0.2,0,0.2
61_129,2026-08-26 21:00:00,강수없음,30,0,90,4,적설없음,,26,,0.1,270,0,0,0.1
61_129,2026-08-26 22:00:00,강수없음,30,0,90,4,적설없음,,26,,0.1,270,0,0,0.1
61_129,2026-08-26 23:00:00,강수없음,30,0,95,4,적설없음,,25,,0.3,270,0,0,0.3
61_129,2026-08-27 00:00:00,강수없음,30,0,95,4,적설없음,,25,,0.2,288,0,0,0.3
61_129,2026-08-27 01:00:00,강수없음,30,0,90,4,적설없음,,25,,0.2,315,-0.2,0,0.4
61_129,2026-08-27 02:00:00,강수없음,30,0,90,4,적설없음,,25,,0.1,315,-0.1,0,0.2
61_129,2026-08-27 03:00:00,강수없음,30,0,90,4,적설없음,,25,,0.3,323,-0.3,0,0.5
61_129,2026-08-27 04:00:00,강수없음,30,0,90,4,적설없음,,25,,0,0,-0.1,0,0.1
61_129,2026-08-27 05:00:00,강수없음,30,0,90,4,적설없음,,25,,0,0,-0.1,0,0.1
61_129,2026-08-27 06:00:00,강수없음,30,0,90,4,적설없음,24.0,24,,0,0,-0.4,0,0.4
61_129,2026-08-27 07:00:00,강수없음,30,0,85,4,적설없음,,25,,0,0,-0.8,0,0.8
61_129,2026-08-27 08:00:00,강수없음,30,0,85,4,적설없음,,25,,0,352,-0.6,0,0.7
61_129,2026-08-27 09:00:00,강수없음,30,0,80,4,적설없음,,26,,0,342,-0.2,0,0.3
61_129,2026-08-27 10:00:00,강수없음,30,0,80,4,적설없음,,27,,0.3,284,0,0,0.4
61_129,2026-08-27 11:00:00,강수없음,30,0,75,4,적설없음,,28,,0.4,301,-0.2,0,0.5
61_129,2026-08-27 12:00:00,강수없음,30,0,70,4,적설없음,,29,,0.5,279,0,0,0.6
61_129,2026-08-27 13:00:00,강수없음,30,0,65,4,적설없음,,29,,0.8,276,0,0,0.9
61_129,2026-08-27 14:00:00,강수없음,30,0,60,4,적설없음,,30,,1.3,270,0,0,1.3
61_129,2026-08-27 15:00:00,강수없음,30,0,60,4,적설없음,,31,31.0,1.3,282,-0.2,0,1.4
61_129,2026-08-27 16:00:00,강수없음,30,0,60,4,적설없음,,30,,1.5,284,-0.3,0,1.6
61_129,2026-08-27 17:00:00,강수없음,30,0,65,4,적설없음,,30,,1.2,291,-0.4,0,1.3
61_129,2026-08-27 18:00:00,강수없음,30,0,65,4,적설없음,,29,,0.9,297,-0.4,0,1.1
61_129,2026-08-27 19:00:00,강수없음,30,0,70,4,적설없음,,28,,0.5,310,-0.4,0,0.7
61_129,2026-08-27 20:00:00,강수없음,30,0,75,4,적설없음,,27,,0.3,315,-0.3,0,0.5
61_129,2026-08-27 21:00:00,강수없음,30,0,80,4,적설없음,,26,,0.1,315,-0.1,0,0.2
61_129,2026-08-27 22:00:00,강수없음,30,0,80,4,적설없음,,25,,0,346,-0.3,0,0.4
61_129,2026-08-27 23:00:00,강수없음,30,0,80,4,적설없음,,25,,0,0,-0.6,0,0.6
61_129,2026-08-28 00:00:00,강수없음,30,0,85,4,적설없음,,24,,0,0,-0.5,0,0.5
61_129,2026-08-28 01:00:00,강수없음,30,0,85,4,적설없음,,24,,-0.1,45,-0.2,0,0.4
61_129,2026-08-28 02:00:00,강수없음,30,0,85,4,적설없음,,24,,-0.1,45,-0.2,0,0.4
61_129,2026-08-28 03:00:00,강수없음,30,0,85,4,적설없음,,24,,-0.3,59,-0.2,0,0.5
61_129,2026-08-28 04:00:00,강수없음,30,0,85,4,적설없음,,24,,-0.5,82,0,0,0.7
61_129,2026-08-28 05:00:00,강수없음,30,0,85,4,적설없음,,24,,-0.6,76,-0.1,0,0.8
61_129,2026-08-28 06:00:00,강수없음,30,0,85,4,적설없음,23.0,24,,-1,90,0,0,1.1
61_129,2026-08-28 07:00:00,강수없음,30,0,85,4,적설없음,,24,,-1.2,90,0,0,1.3
61_129,2026-08-28 08:00:00,강수없음,30,0,80,4,적설없음,,25,,-1.6,90,0,0,1.7
61_129,2026-08-28 09:00:00,강수없음,30,0,80,4,적설없음,,26,,-1.5,93,0,0,1.7
61_129,2026-08-28 10:00:00,강수없음,30,0,75,4,적설없음,,26,,-1.5,93,0,0,1.7
61_129,2026-08-28 11:00:00,강수없음,30,0,75,4,적설없음,,27,,-1.6,96,0.1,0,1.8
61_129,2026-08-28 12:00:00,강수없음,30,0,70,4,적설없음,,28,,-1.8,107,0.5,0,2
61_129,2026-08-28 13:00:00,강수없음,30,0,75,4,적설없음,,28,,-1.7,110,0.6,0,2
61_129,2026-08-28 14:00:00,강수없음,30,0,75,4,적설없음,,28,,-1.6,106,0.4,0,1.8
61_129,2026-08-28 15:00:00,강수없음,30,0,75,4,적설없음,,28,28.0,-1.7,110,0.6,0,2
61_129,2026-08-28 16:00:00,강수없음,30,0,75,4,적설없음,,28,,-1.6,99,0.2,0,1.8
61_129,2026-08-28 17:00:00,강수없음,30,0,75,4,적설없음,,27,,-1.6,99,0.2,0,1.8
61_129,2026-08-28 18:00:00,강수없음,30,0,75,4,적설없음,,26,,-1.4,97,0.1,0,1.6
61_129,2026-08-28 19:00:00,강수없음,30,0,80,4,적설없음,,25,,-1.6,96,0.1,0,1.8
61_129,2026-08-28 20:00:00,강수없음,30,0,80,4,적설없음,,25,,-1.4,104,0.3,0,1.6
61_129,2026-08-28 21:00:00,강수없음,30,0,80,4,적설없음,,25,,-1.3,101,0.2,0,1.5
61_129,2026-08-28 22:00:00,강수없음,30,0,80,4,적설없음,,24,,-1.5,90,0,0,1.6
61_129,2026-08-28 23:00:00,강수없음,30,0,80,4,적설없음,,24,,-1.4,101,0.3,0,1.6
61_129,2026-08-29 00:00:00,강수없음,30,0,80,4,적설없음,,24,,-1.4,104,0.3,0,1.6
61_129,2026-08-29 03:00:00,0,30,0,85,4,0,,23,,-1.4,118,0.7,0,1
61_129,2026-08-29 06:00:00,0,30,0,90,4,0,23.0,23,,-0.7,138,0.8,0,1
61_129,2026-08-29 09:00:00,0,30,0,95,4,0,,24,,-0.1,162,0.8,0,1
61_129,2026-08-29 12:00:00,2,60,1,85,4,0,,26,,0.3,202,0.9,0,1
61_129,2026-08-29 15:00:00,2,60,1,80,4,0,,29,29.0,1.8,247,0.7,0,1
61_129,2026-08-29 18:00:00,2,60,1,85,4,0,,26,,1.6,263,0.2,0,1
61_130,2026-08-25 21:00:00,강수없음,0,0,90,1,적설없음,,26,,1.0,265,0.0,0,1.1
61_130,2026-08-25 22:00:00,강수없음,20,0,95,3,적설없음,,26,,0.8,270,0.0,0,0.8
61_130,2026-08-25 23:00:00,강수없음,20,0,95,3,적설없음,,25,,0.6,278,0.0,0,0.7
61_130,2026-08-26 00:00:00,강수없음,30,0,95,4,적설없음,,25,,0.4,270,0.0,0,0.4
61_130,2026-08-26 01:00:00,강수없음,30,0,95,4,적설없음,,25,,0.4,270,0.0,0,0.4
61_130,2026-08-26 02:00:00,강수없음,30,0,95,4,적설없음,,24,,0.3,270,0.0,0,0.3
61_130,2026-08-26 03:00:00,강수없음,30,0,95,4,적설없음,,24,,0.2,270,0.0,0,0.2
61_130,2026-08-26 04:00:00,강수없음,30,0,95,4,적설없음,,24,,0.2,270,0.0,0,0.2
61_130,2026-08-26 05:00:00,강수없음,30,0,95,4,적설없음,,24,,0.1,225,0.1,0,0.2
61_130,2026-08-26 06:00:00,강수없음,30,0,100,4,적설없음,,24,,0.0,188,0.6,0,0.7
61_130,2026-08-26 07:00:00,강수없음,30,0,95,4,적설없음,,24,,0.4,210,0.6,0,0.8
61_130,2026-08-26 08:00:00,강수없음,30,0,95,4,적설없음,,26,,0.5,230,0.4,0,0.7
61_130,2026-08-26 09:00:00,강수없음,30,0,95,4,적설없음,,26,,0.7,243,0.3,0,0.8
61_130,2026-08-26 10:00:00,강수없음,30,0,90,4,적설없음,,27,,1.0,231,0.8,0,1.4
61_130,2026-08-26 11:00:00,4.0mm,60,1,85,4,적설없음,,28,,1.9,256,0.4,0,2.0
61_130,2026-08-26 12:00:00,강수없음,30,0,80,4,적설없음,,29,,2.2,265,0.2,0,2.3
61_130,2026-08-26 13:00:00,강수없음,30,0,80,4,적설없음,,29,,2.2,265,0.2,0,2.3
61_130,2026-08-26 14:00:00,강수없음,30,0,75,4,적설없음,,29,,2.7,270,0,0,2.7
61_130,2026-08-26 15:00:00,강수없음,30,0,75,4,적설없음,,29,29.0,2.2,275,-0.2,0,2.3
61_130,2026-08-26 16:00:00,강수없음,30,0,75,4,적설없음,,29,,1.7,286,-0.4,0,1.8
61_130,2026-08-26 17:00:00,강수없음,30,0,80,4,적설없음,,29,,1.4,295,-0.6,0,1.6
61_130,2026-08-26 18:00:00,강수없음,30,0,80,4,적설없음,,28,,0.7,307,-0.6,0,1
61_130,2026-08-26 19:00:00,강수없음,30,0,85,4,적설없음,,27,,0.2,329,-0.4,0,0.5
61_130,2026-08-26 20:00:00,강수없음,30,0,90,4,적설없음,,26,,0,0,-0.2,0,0.2
61_130,2026-08-26 21:00:00,강수없음,30,0,90,4,적설없음,,25,,0.1,270,0,0,0.1
61_130,2026-08-26 22:00:00,강수없음,30,0,95,4,적설없음,,25,,0,315,0,0,0.1
61_130,2026-08-26 23:00:00,강수없음,30,0,95,4,적설없음,,25,,0.2,270,0,0,0.2
61_130,2026-08-27 00:00:00,강수없음,30,0,95,4,적설없음,,24,,0.2,315,-0.2,0,0.4
61_130,2026-08-27 01:00:00,강수없음,30,0,90,4,적설없음,,25,,0.2,315,-0.2,0,0.4
61_130,2026-08-27 02:00:00,강수없음,30,0,90,4,적설없음,,25,,0.2,315,-0.2,0,0.4
61_130,2026-08-27 03:00:00,강수없음,30,0,90,4,적설없음,,24,,0.3,326,-0.5,0,0.7
61_130,2026-08-27 04:00:00,강수없음,30,0,90,4,적설없음,,24,,0,0,-0.1,0,0.1
61_130,2026-08-27 05:00:00,강수없음,30,0,90,4,적설없음,,24,,0,0,-0.2,0,0.2
61_130,2026-08-27 06:00:00,강수없음,30,0,90,4,적설없음,23.0,24,,0,346,-0.3,0,0.4
61_130,2026-08-27 07:00:00,강수없음,30,0,90,4,적설없음,,24,,0,0,-0.8,0,0.8
61_130,2026-08-27 08:00:00,강수없음,30,0,85,4,적설없음,,25,,0.1,346,-0.7,0,0.8
61_130,2026-08-27 09:00:00,5.0mm,60,1,85,4,적설없음,,26,,0.3,323,-0.3,0,0.5
61_130,2026-08-27 10:00:00,강수없음,30,0,80,4,적설없음,,27,,0.3,284,0,0,0.4
61_130,2026-08-27 11:00:00,강수없음,30,0,75,4,적설없음,,28,,0.6,300,-0.4,0,0.8
61_130,2026-08-27 12:00:00,강수없음,30,0,70,4,적설없음,,29,,0.6,278,0,0,0.7
61_130,2026-08-27 13:00:00,강수없음,30,0,65,4,적설없음,,29,,1,270,0,0,1
61_130,2026-08-27 14:00:00,강수없음,30,0,65,4,적설없음,,30,,1.3,274,0,0,1.4
61_130,2026-08-27 15:00:00,강수없음,30,0,60,4,적설없음,,30,31.0,1.5,284,-0.3,0,1.6
61_130,2026-08-27 16:00:00,강수없음,30,0,60,4,적설없음,,30,,1.4,292,-0.5,0,1.6
61_130,2026-08-27 17:00:00,강수없음,30,0,65,4,적설없음,,29,,1.1,300,-0.6,0,1.3
61_130,2026-08-27 18:00:00,강수없음,30,0,70,4,적설없음,,28,,1,299,-0.5,0,1.2
61_130,2026-08-27 19:00:00,강수없음,30,0,75,4,적설없음,,27,,0.6,315,-0.6,0,0.9
61_130,2026-08-27 20:00:00,강수없음,30,0,80,4,적설없음,,26,,0.2,329,-0.4,0,0.5
61_130,2026-08-27 21:00:00,강수없음,30,0,80,4,적설없음,,25,,0.2,315,-0.2,0,0.4
61_130,2026-08-27 22:00:00,강수없음,30,0,80,4,적설없음,,25,,0,0,-0.5,0,0.5
61_130,2026-08-27 23:00:00,강수없음,30,0,85,4,적설없음,,24,,0,0,-0.7,0,0.7
61_130,2026-08-28 00:00:00,강수없음,30,0,85,4,적설없음,,24,,0,0,-0.4,0,0.4
61_130,2026-08-28 01:00:00,강수없음,30,0,90,4,적설없음,,24,,0,45,-0.1,0,0.2
61_130,2026-08-28 02:00:00,강수없음,30,0,90,4,적설없음,,23,,0,45,-0.1,0,0.2
61_130,2026-08-28 03:00:00,강수없음,30,0,90,4,적설없음,,23,,-0.3,51,-0.3,0,0.6
61_130,2026-08-28 04:00:00,강수없음,30,0,90,4,적설없음,,23,,-0.5,90,0,0,0.6
61_130,2026-08-28 05:00:00,강수없음,30,0,85,4,적설없음,,23,,-0.6,76,-0.1,0,0.8
61_130,2026-08-28 06:00:00,강수없음,30,0,85,4,적설없음,23.0,23,,-1,90,0,0,1.1
61_130,2026-08-28 07:00:00,강수없음,30,0,85,4,적설없음,,24,,-1.4,90,0,0,1.5
61_130,2026-08-28 08:00:00,강수없음,30,0,80,4,적설없음,,25,,-1.7,90,0,0,1.8
61_130,2026-08-28 09:00:00,강수없음,30,0,80,4,적설없음,,25,,-1.5,93,0,0,1.7
61_130,2026-08-28 10:00:00,강수없음,30,0,75,4,적설없음,,26,,-1.6,96,0.1,0,1.8
61_130,2026-08-28 11:00:00,강수없음,30,0,75,4,적설없음,,27,,-1.7,102,0.3,0,1.9
61_130,2026-08-28 12:00:00,강수없음,30,0,70,4,적설없음,,27,,-2,110,0.7,0,2.3
61_130,2026-08-28 13:00:00,강수없음,30,0,75,4,적설없음,,27,,-1.9,113,0.8,0,2.2
61_130,2026-08-28 14:00:00,강수없음,30,0,75,4,적설없음,,28,,-1.8,112,0.7,0,2.1
61_130,2026-08-28 15:00:00,강수없음,30,0,80,4,적설없음,,28,28.0,-1.7,113,0.7,0,2
61_130,2026-08-28 16:00:00,강수없음,30,0,80,4,적설없음,,27,,-1.7,102,0.3,0,1.9
61_130,2026-08-28 17:00:00,강수없음,30,0,80,4,적설없음,,26,,-1.7,99,0.2,0,1.9
61_130,2026-08-28 18:00:00,강수없음,30,0,80,4,적설없음,,25,,-1.5,93,0,0,1.7
61_130,2026-08-28 19:00:00,강수없음,30,0,80,4,적설없음,,25,,-1.6,96,0.1,0,1.8
61_130,2026-08-28 20:00:00,강수없음,30,0,80,4,적설없음,,24,,-1.4,101,0.3,0,1.6
61_130,2026-08-28 21:00:00,강수없음,30,0,80,4,적설없음,,24,,-1.3,94,0.1,0,1.5
61_130,2026-08-28 22:00:00,강수없음,30,0,85,4,적설없음,,24,,-1.7,90,0,0,1.8
61_130,2026-08-28 23:00:00,강수없음,30,0,85,4,적설없음,,23,,-1.4,97,0.1,0,1.6
61_130,2026-08-29 00:00:00,강수없음,30,0,85,4,적설없음,,23,,-1.4,104,0.3,0,1.6
61_130,2026-08-29 03:00:00,0,30,0,90,4,0,,23,,-1.4,117,0.7,0,1
61_130,2026-08-29 06:00:00,0,30,0,90,4,0,23.0,23,,-0.6,146,1.1,0,1
61_130,2026-08-29 09:00:00,0,30,0,95,4,0,,24,,-0.2,158,0.9,0,1
61_130,2026-08-29 12:00:00,2,60,1,90,4,0,,26,,0.1,191,0.9,0,1
61_130,2026-08-29 15:00:00,2,60,1,80,4,0,,28,28.0,1.6,242,0.8,0,1
61_130,2026-08-29 18:00:00,2,60,1,85,4,0,,26,,1.6,270,0,0,1
